"user_id","num_clicks","num_sessions","avg_session_duration","booking_rate","cancellation_rate","avg_clicks_per_session","age","gender","married","has_children","home_country","home_city","years_spent_on_traveltide","user_id","num_trips","num_flights","money_spent_hotel","avg_days_before_trip","avg_km_flown","money_spent_flight","avg_spending_per_trip","avg_trip_duration_days","flight_hotel_combo_rate","avg_seats_per_flight","discount_utilization_rate","avg_flight_discount","max_distance_traveled"
"501735","135","9","110.22","44.44444444444444","0","15.00","34","F","false","false","usa","new york","1","501735","4","8","258","9","1492","1061.43","306.7700000000000000","1","75","1","0","","2607.6751760773113"
"501764","99","10","74.70","20","0","9.90","48","F","true","false","canada","saskatoon","1","501764","2","4","1139","6","1545","563.37","851.1850000000000000","4","100","1","0","","2576.938206258435"
"501794","153","9","126.67","55.55555555555556","0","17.00","44","F","true","false","usa","nashville","1","501794","5","10","4653.00","6","1106","1188.23","1168.2460000000000000","5","100","1","20","","1832.2852027574309"
"501817","172","10","127.90","40","0","17.20","50","F","true","false","canada","gatineau","1","501817","4","6","3984","6","1150","1388.71","1343.1775000000000000","3","100","2","0","","3059.9547218091016"
"501830","102","10","75.00","30","0","10.20","34","F","true","true","canada","toronto","1","501830","3","4","2979","7","1376","537.45","692.1500000000000000","4","66.66666666666666","1","0","","2173.4338946713146"
"501897","101","9","84.78","22.22222222222222","0","11.22","45","F","true","true","usa","new york","1","501897","2","2","1159","5","3629","657.39","440.1950000000000000","5","50","1","0","","3629.0375659645947"
"501947","409","11","795.73","54.54545454545454","9.090909090909092","37.18","53","F","true","true","canada","toronto","1","501947","4","6","3811","6","1974","1055.110","208.3475000000000000","2","50","1","25","0.20000000000000000000","3487.8088826653516"
"502063","87","9","71.11","22.22222222222222","0","9.67","50","F","true","false","usa","new york","1","502063","2","4","351","6","3123","1188.96","769.9800000000000000","4","100","1","0","","3838.5844409127685"
"502145","147","11","99.82","45.45454545454545","0","13.36","40","F","false","false","usa","baltimore","1","502145","5","10","1651","7","3262","3364.3200","1003.0640000000000000","3","100","1","20","0.25000000000000000000","4161.432126220008"
"502210","349","9","949.33","66.66666666666666","11.11111111111111","38.78","43","F","true","false","canada","montreal","1","502210","4","6","2114","9","2116","1252.17","541.5425000000000000","3","75","1","0","","3270.7077085484066"
"502212","99","9","82.44","11.11111111111111","0","11.00","25","F","false","false","usa","san diego","1","502212","1","2","92","6","4008","608.0475","700.0475000000000000","2","100","1","100","0.15000000000000000000","4007.7182396420503"
"502353","173","9","144.33","66.66666666666666","0","19.22","39","F","false","false","usa","honolulu","1","502353","6","9","6088","5","7495","5571.79","1029.3033333333333333","5","66.66666666666666","1","16.666666666666664","","8977.352975520862"
"502412","144","9","118.78","44.44444444444444","0","16.00","56","F","true","true","usa","new york","1","502412","4","6","951","7","2735","1396.598","509.8995000000000000","5","75","1","50","0.17500000000000000000","3269.423900210903"
"502435","139","9","115.00","33.33333333333333","0","15.44","40","F","true","true","usa","oklahoma city","1","502435","3","6","645","7","1619","950.4500","446.3233333333333333","3","66.66666666666666","1","33.33333333333333","0.25000000000000000000","2216.753676558997"
"502444","192","9","159.56","77.77777777777779","0","21.33","35","F","false","false","canada","ottawa","1","502444","7","10","2206.50","9","1494","1533.60","456.1985714285714286","3","71.42857142857143","1","28.57142857142857","","3723.50766893759"
"502609","181","10","134.80","50","0","18.10","50","F","true","false","usa","dallas","1","502609","5","10","1172","7","1045","929.741","420.3482000000000000","2","100","1","20","0.10000000000000000000","2603.312767461105"
"502626","123","10","92.30","30","0","12.30","38","F","true","true","canada","toronto","1","502626","3","6","5446","8","1132","636.7025","2027.5675000000000000","3","100","1","33.33333333333333","0.15000000000000000000","2001.7394608257598"
"502799","222","9","182.00","55.55555555555556","0","24.67","47","F","true","false","usa","nashville","1","502799","5","10","1901","8","1742","1644.86","709.1720000000000000","3","100","1","0","","3169.094415174716"
"502826","124","9","102.78","33.33333333333333","0","13.78","48","F","true","true","usa","los angeles","1","502826","3","6","0","7","2492","1179.94","23.3800000000000000","1","33.33333333333333","1","0","","4036.216083859226"
"502847","161","9","133.33","66.66666666666666","0","17.89","51","F","true","false","usa","grand rapids","1","502847","6","10","2421.90","5","1442","1607.03","538.8216666666666667","2","83.33333333333334","1","16.666666666666664","","2857.897017305759"
"502875","146","9","120.11","33.33333333333333","0","16.22","46","F","true","true","canada","montreal","1","502875","3","6","430","9","2074","1348.18","373.0833333333333333","2","66.66666666666666","1","0","","3252.22715851947"
"503042","113","9","93.00","11.11111111111111","0","12.56","26","F","false","false","usa","montgomery","1","503042","1","2","160.50","8","986","181.51","342.0100000000000000","3","100","1","100","","986.4383130586253"
"503058","134","11","90.82","27.27272727272727","0","12.18","27","F","false","false","canada","edmonton","1","503058","3","3","847","13","2581","796.03","288.6766666666666667","3","66.66666666666666","1","0","","2795.486262267659"
"503126","140","9","115.11","22.22222222222222","0","15.56","26","F","false","false","canada","edmonton","1","503126","2","2","2992","6","1071","192.79","296.3950000000000000","7","50","1","0","","1071.0913590149373"
"503277","155","9","129.33","44.44444444444444","0","17.22","55","F","false","false","usa","los angeles","1","503277","4","7","3748.65","9","2961","1696.89","1361.3850000000000000","5","100","1","25","","4183.68105154044"
"503342","323","9","699.30","44.44444444444444","11.11111111111111","35.89","43","F","true","false","usa","lincoln","1","503342","2","4","1734","7","1364","489.915","1111.9575000000000000","5","100","1","50","0.05000000000000000000","1470.5373685077318"
"503418","222","10","165.00","50","0","22.20","41","F","false","false","usa","new york","1","503418","5","9","2874","9","1791","1422.9410","859.3882000000000000","4","100","1","20","0.15000000000000000000","3826.3093349493297"
"503483","132","9","109.11","11.11111111111111","0","14.67","20","F","false","true","usa","los angeles","1","503483","1","2","276","12","1921","345.39","621.3900000000000000","3","100","1","0","","1920.5648960146675"
"503621","181","9","148.11","33.33333333333333","0","20.11","42","F","true","false","usa","corpus christi","1","503621","3","4","2434.0","7","2200","759.33","560.4433333333333333","9","66.66666666666666","1","33.33333333333333","","2570.422081893906"
"503760","169","11","114.18","45.45454545454545","0","15.36","39","F","true","false","usa","kansas city","1","503760","5","8","7242","55","1532","2036.84","886.1680000000000000","5","80","2","20","0.10000000000000000000","2118.0906385799485"
"503928","133","9","111.22","33.33333333333333","0","14.78","47","F","true","true","canada","toronto","1","503928","3","6","4179","6","1059","752.415","1643.8050000000000000","4","100","1","33.33333333333333","0.05000000000000000000","1713.7587391897357"
"503945","145","9","119.78","44.44444444444444","0","16.11","48","F","false","false","usa","san antonio","1","503945","4","7","1325","6","2391","2125.4365","741.5941250000000000","2","75","1","25","0.05000000000000000000","3067.2563194704335"
"503973","241","10","179.30","50","0","24.10","45","F","false","false","canada","toronto","1","503973","5","8","1481","5","762","490.525","165.7680000000000000","3","60","1","60","0.16666666666666666667","946.8980514297766"
"504081","165","11","111.27","27.27272727272727","0","15.00","45","F","true","true","usa","los angeles","1","504081","3","5","439.60","6","2572","1177.07","430.3933333333333333","2","66.66666666666666","1","66.66666666666666","","3766.24716197581"
"504133","160","9","132.00","44.44444444444444","0","17.78","45","F","true","false","usa","lincoln","1","504133","4","7","7075.85","8","1887","1940.10","2253.9875000000000000","5","100","2","25","","2236.161079228301"
"504240","181","9","149.67","66.66666666666666","0","20.11","45","F","false","false","usa","los angeles","1","504240","6","12","1395","7","2653","2907.0875","682.0745833333333333","3","83.33333333333334","1","33.33333333333333","0.15000000000000000000","4345.230725968525"
"504299","119","9","99.22","33.33333333333333","0","13.22","42","F","true","true","usa","milwaukee","1","504299","3","6","799","7","2720","1512.4955","770.4985000000000000","2","100","1","33.33333333333333","0.15000000000000000000","2838.8198994743666"
"504320","147","9","122.56","33.33333333333333","0","16.33","31","F","false","false","usa","indianapolis","1","504320","3","6","837.25","6","2378","1262.24","699.8300000000000000","3","100","1","66.66666666666666","","3094.887342646758"
"504371","190","9","157.22","55.55555555555556","0","21.11","51","F","false","true","usa","new york","1","504371","5","10","4026","67","4569","6805.66","1948.3120000000000000","5","80","2","20","","16471.61859794912"
"504435","271","9","496.65","66.66666666666666","11.11111111111111","30.11","45","F","false","false","usa","long beach","1","504435","4","8","1251.5","10","2430","1681.6540","733.2885000000000000","1","100","2","25","0.05000000000000000000","4168.696742611619"
"504473","112","9","92.44","22.22222222222222","0","12.44","34","F","false","false","usa","richmond","1","504473","2","4","398","9","1476","532.99","465.4950000000000000","2","100","1","0","","1802.121328750769"
"504610","77","9","63.78","22.22222222222222","0","8.56","64","F","true","false","usa","philadelphia","1","504610","2","4","598","7","2245","938.81","768.4050000000000000","2","100","2","0","","3683.2700430004065"
"504665","108","10","81.20","20","0","10.80","33","F","false","false","usa","charlotte","1","504665","2","2","1404","5","3406","518.0160","349.0080000000000000","7","50","1","100","0.12500000000000000000","3406.467021608355"
"504669","138","9","113.78","22.22222222222222","0","15.33","41","F","false","false","usa","long beach","1","504669","2","4","406","6","3612","1179.2990","792.6495000000000000","3","100","1","50","0.05000000000000000000","3839.1506767163255"
"504786","140","9","115.56","33.33333333333333","0","15.56","49","F","true","true","usa","omaha","1","504786","3","2","3230.35","6","1409","245.1","415.1500000000000000","4","33.33333333333333","1","33.33333333333333","","1409.3662717806665"
"504859","91","9","75.33","22.22222222222222","0","10.11","27","F","false","true","usa","phoenix","1","504859","2","2","2420","9","1361","234.11","567.0550000000000000","4","50","1","50","0.25000000000000000000","1360.760385476791"
"504892","157","9","129.78","44.44444444444444","0","17.44","31","F","false","false","usa","dallas","1","504892","4","6","7378.6","8","1578","903.42","457.0550000000000000","8","50","1","25","","2323.035545263628"
"504936","208","10","155.30","40","0","20.80","58","F","true","false","usa","houston","1","504936","4","6","3407.8","8","2269","1587.71","646.6275000000000000","4","75","1","50","0.15000000000000000000","2391.099920244428"
"504945","197","10","147.90","50","0","19.70","44","F","false","false","usa","houston","1","504945","5","10","2219.40","6","1972","2079.25","859.7300000000000000","2","100","1","20","","2777.8185300710775"
"505062","103","9","84.78","33.33333333333333","0","11.44","37","F","false","true","usa","philadelphia","1","505062","3","6","1161.25","9","2611","1371.25","844.1666666666666667","4","100","1","33.33333333333333","","4105.439542179271"
"505066","89","9","73.56","11.11111111111111","0","9.89","25","M","true","true","usa","boston","1","505066","1","0","816","","","","","3","0","","0","",""
"505172","341","9","916.67","33.33333333333333","11.11111111111111","37.89","31","M","true","true","usa","tampa","1","505172","1","2","0","6","3003","529.14","529.1400000000000000","1","100","1","0","","3003.1561436624406"
"505230","110","9","91.11","33.33333333333333","0","12.22","62","F","false","false","usa","tucson","1","505230","3","4","2538","9","1122","620.107","464.7023333333333333","4","66.66666666666666","2","33.33333333333333","0.10000000000000000000","1512.2629387873149"
"505285","191","9","157.67","44.44444444444444","0","21.22","44","F","false","true","usa","new york","1","505285","4","8","2111.15","8","1557","1142.86","813.5025000000000000","4","100","1","50","","3514.926028327819"
"505289","149","9","122.89","33.33333333333333","0","16.56","29","F","false","false","usa","new york","1","505289","3","6","274","8","1671","641.48","305.1600000000000000","2","100","1","0","","3648.5787847515962"
"505358","217","9","180.11","44.44444444444444","0","24.11","38","F","false","false","usa","detroit","1","505358","4","8","2835","9","1410","1139.4915","993.6228750000000000","4","100","2","25","0.15000000000000000000","2723.7372350487285"
"505414","134","9","110.67","22.22222222222222","0","14.89","48","F","true","false","usa","boston","1","505414","2","4","1691","6","1918","712.25","1201.6250000000000000","6","100","1","0","","3538.5203745879967"
"505498","139","9","115.11","33.33333333333333","0","15.44","37","M","false","true","usa","houston","1","505498","3","6","920","8","1865","921.99","590.1966666666666667","2","66.66666666666666","1","33.33333333333333","","2959.555034179574"
"505617","259","9","457.27","44.44444444444444","11.11111111111111","28.78","48","F","false","true","canada","vancouver","1","505617","2","4","906","7","3262","1853.857","1037.8700000000000000","2","50","2","50","0.10000000000000000000","3713.8298852543458"
"505667","127","10","94.00","30","0","12.70","54","F","true","false","usa","san francisco","1","505667","3","6","1671","3","1832","1025.94","898.9800000000000000","3","100","1","0","","4158.900606009934"
"505680","131","10","96.60","40","0","13.10","48","F","false","false","usa","los angeles","1","505680","4","6","1789","7","2065","1380.43","629.6075000000000000","2","75","1","0","","3894.07642170319"
"505713","179","9","148.33","44.44444444444444","0","19.89","45","F","true","false","canada","montreal","1","505713","4","8","1408","7","1403","1071.205","559.5512500000000000","3","75","1","25","0.10000000000000000000","3698.195970652168"
"505747","132","9","107.56","33.33333333333333","0","14.67","39","F","false","false","usa","los angeles","1","505747","3","6","1472","7","1778","1397.68","956.5600000000000000","3","100","1","0","","2959.344415550896"
"505771","154","10","114.70","50","0","15.40","56","F","true","true","canada","montreal","1","505771","5","10","1079","7","1656","1977.98","447.1540000000000000","1","80","1","0","","3292.594204856615"
"505854","162","9","133.00","55.55555555555556","0","18.00","55","F","true","false","usa","new york","1","505854","5","6","4113","8","2630","1356.95","652.1900000000000000","5","60","1","40","0.12500000000000000000","3351.7084046552595"
"505916","214","9","177.00","66.66666666666666","0","23.78","28","F","false","false","usa","charlotte","1","505916","6","10","10600.80","6","2007","1723.3670","1045.6945000000000000","10","83.33333333333334","1","33.33333333333333","0.12500000000000000000","3406.467021608355"
"505933","204","9","250.09","33.33333333333333","11.11111111111111","22.67","48","F","true","false","usa","houston","1","505933","1","2","220","9","2391","446.23","666.2300000000000000","3","100","1","0","","2391.099920244428"
"505941","125","9","103.67","44.44444444444444","0","13.89","51","F","true","true","usa","new york","1","505941","4","4","2218.00","7","1174","380.1930","286.0482500000000000","3","50","1","75","0.15000000000000000000","1174.113445520385"
"506013","183","9","151.67","55.55555555555556","0","20.33","41","F","false","false","canada","vancouver","1","506013","5","9","1486.85","6","2645","2982.031","893.7762000000000000","2","100","1","60","0.15000000000000000000","3238.4167453429454"
"506130","188","12","116.67","33.33333333333333","0","15.67","41","F","false","false","usa","phoenix","1","506130","4","8","2155.0","5","3787","2693.6520","1212.1630000000000000","4","100","1","50","0.05000000000000000000","4050.3081990318847"
"506186","241","9","198.78","33.33333333333333","0","26.78","26","F","false","false","usa","detroit","1","506186","3","4","981","143","1847","779.75","290.8100000000000000","3","33.33333333333333","2","0","","3029.977798301001"
"506234","167","10","125.00","50","0","16.70","39","F","true","false","usa","riverside","1","506234","5","8","1239","8","2752","1775.4210","448.9320000000000000","4","60","1","20","0.15000000000000000000","4083.492420647152"
"506250","144","9","118.89","44.44444444444444","0","16.00","44","F","false","true","usa","lincoln","1","506250","4","8","685","8","1495","1031.1665","429.0416250000000000","2","100","1","25","0.15000000000000000000","1712.604045313907"
"506427","206","10","153.20","60","0","20.60","49","F","true","true","usa","dallas","1","506427","6","10","2398.00","7","881","763.38","188.6233333333333333","3","66.66666666666666","1","16.666666666666664","","2017.346410772246"
"506611","151","9","125.11","55.55555555555556","0","16.78","54","F","true","false","usa","tulsa","1","506611","5","4","2045","9","1335","515.74","122.3480000000000000","3","40","1","0","","1897.184908162916"
"506652","109","9","91.56","44.44444444444444","0","12.11","53","F","true","true","usa","kansas city","1","506652","4","8","0","6","1316","1074.57","63.6150000000000000","0","25","1","0","","1958.7758645740541"
"506675","123","9","102.00","44.44444444444444","0","13.67","49","F","false","true","usa","detroit","1","506675","4","6","1946.50","7","2528","1430.605","754.2762500000000000","5","75","1","25","0.10000000000000000000","3029.977798301001"
"506704","153","9","127.11","33.33333333333333","0","17.00","56","F","true","false","canada","montreal","1","506704","3","6","865","7","3236","1791.088","700.7066666666666667","5","66.66666666666666","1","33.33333333333333","0.10000000000000000000","3891.743789724215"
"506777","134","9","110.22","11.11111111111111","0","14.89","60","F","true","false","usa","tulsa","1","506777","1","2","700","7","736","228.3610","928.3610000000000000","2","100","2","100","0.05000000000000000000","735.7669115397812"
"506807","208","9","171.78","55.55555555555556","0","23.11","43","F","true","false","usa","los angeles","1","506807","5","10","1206","8","2410","2024.2115","466.7100000000000000","2","60","1","40","0.17500000000000000000","4140.626819952481"
"506828","168","9","139.33","22.22222222222222","0","18.67","28","F","false","false","usa","louisville","1","506828","2","4","1068","7","1951","620.44","844.2200000000000000","5","100","1","0","","2974.0343930755635"
"506837","118","9","97.11","33.33333333333333","0","13.11","48","F","false","true","usa","cleveland","1","506837","3","6","6213.0","7","1559","809.968","2340.9893333333333333","7","100","1","66.66666666666666","0.10000000000000000000","3159.8128329701767"
"506858","107","9","88.56","33.33333333333333","0","11.89","47","F","false","true","usa","houston","1","506858","3","6","0.00","6","2904","1944.203","648.0676666666666667","1","100","1","33.33333333333333","0.10000000000000000000","3476.049023404563"
"507036","170","9","141.78","22.22222222222222","0","18.89","36","F","false","false","usa","minneapolis","1","507036","2","2","895","6","1061","181.34","263.1700000000000000","4","50","1","0","","1060.998946528961"
"507133","118","9","97.44","33.33333333333333","0","13.11","27","F","false","false","canada","edmonton","1","507133","3","4","4620","9","2530","1345.80","632.6000000000000000","4","66.66666666666666","2","0","","2912.520106184821"
"507207","132","9","109.44","22.22222222222222","0","14.67","18","F","false","true","usa","new york","1","507207","2","0","5140","","","","","8","0","","0","",""
"507273","140","9","114.78","44.44444444444444","0","15.56","31","F","false","false","usa","columbus","1","507273","4","8","377","6","2101","1572.97","402.5900000000000000","2","75","1","25","","3342.279951038539"
"507376","94","9","78.22","22.22222222222222","0","10.44","35","F","true","false","usa","honolulu","1","507376","2","2","505","6","8515","1274.53","711.2650000000000000","4","50","1","0","","8514.695373082428"
"507395","530","10","967.80","40","10","53.00","47","F","true","true","usa","winston-salem","1","507395","2","4","1505","6","1757","694.19","1099.5950000000000000","3","100","2","0","","2902.6253579809145"
"507431","148","9","123.00","55.55555555555556","0","16.44","37","F","false","false","canada","toronto","1","507431","5","8","1058.2","8","2780","1982.85","491.7720000000000000","4","60","1","20","","3502.925281003877"
"507435","156","9","129.78","55.55555555555556","0","17.33","54","F","true","true","usa","los angeles","1","507435","5","10","1933","7","2016","1740.73","734.7460000000000000","3","100","1","0","","4183.68105154044"
"507505","93","10","68.80","20","0","9.30","50","F","true","true","usa","newark","1","507505","2","4","6871","7","2223","749.20","3810.1000000000000000","7","100","1","0","","4128.746010437307"
"507531","110","10","82.40","10","0","11.00","25","F","false","false","usa","oakland","1","507531","1","0","1742","","","","","13","0","","0","",""
"507557","139","9","115.67","22.22222222222222","0","15.44","59","F","true","true","usa","baton rouge","1","507557","2","1","468","10","604","53.13","120.5650000000000000","4","50","1","50","0.20000000000000000000","603.7673651739702"
"507573","111","9","92.22","33.33333333333333","0","12.33","42","F","false","false","usa","denver","1","507573","3","5","578","4","1590","694.699","424.2330000000000000","2","100","1","33.33333333333333","0.10000000000000000000","2204.6951413653082"
"507617","137","10","102.20","20","0","13.70","49","F","true","false","canada","montreal","1","507617","2","4","673.70","5","1483","1018.19","845.9450000000000000","3","100","2","50","","2428.977761902642"
"507728","83","9","68.56","22.22222222222222","0","9.22","38","F","true","true","usa","st. louis","1","507728","2","4","424","7","1270","465.57","444.7850000000000000","3","100","1","0","","2170.3629162833436"
"507732","282","9","615.08","77.77777777777779","11.11111111111111","31.33","46","M","false","false","usa","new york","1","507732","5","6","3822.0","7","1321","691.88","453.4960000000000000","5","60","1","40","","2130.9490399258134"
"507753","137","9","113.00","22.22222222222222","0","15.22","25","F","false","true","usa","nashville","1","507753","2","2","2614","5","1263","188.11","946.0550000000000000","7","50","1","0","","1262.6738665262183"
"507759","103","9","85.89","33.33333333333333","0","11.44","49","F","true","false","canada","victoria","1","507759","3","6","664","8","1476","716.548","460.1826666666666667","3","100","1","66.66666666666666","0.22500000000000000000","1831.0279064599229"
"507773","152","9","126.56","44.44444444444444","0","16.89","40","F","false","false","usa","little rock","1","507773","4","6","2888","6","2607","1847.1775","1048.7943750000000000","3","75","1","25","0.05000000000000000000","2774.022956872301"
"507805","291","9","919.16","66.66666666666666","11.11111111111111","32.33","43","F","true","true","usa","san jose","1","507805","4","8","7067.4","9","2684","2274.81","2335.5525000000000000","6","100","1","25","","4271.028008526138"
"508050","156","9","130.22","55.55555555555556","0","17.33","47","F","true","false","usa","new york","1","508050","5","10","3857.2","5","1477","1829.979","1051.6098000000000000","9","80","1","40","0.10000000000000000000","3269.423900210903"
"508096","128","10","95.10","30","0","12.80","65","F","true","false","usa","spokane","1","508096","3","4","801","5","2810","987.2125","451.0708333333333333","3","66.66666666666666","1","33.33333333333333","0.25000000000000000000","3379.186657533291"
"508144","111","9","91.56","33.33333333333333","0","12.33","38","F","false","false","usa","new york","1","508144","3","6","928","8","1892","834.96","587.6533333333333333","2","100","1","33.33333333333333","0.20000000000000000000","4165.265628359745"
"508153","115","9","94.22","22.22222222222222","0","12.78","33","M","false","false","canada","halifax","1","508153","2","3","94.00","8","4282","2056.97","1075.4850000000000000","1","100","2","50","","4504.310392887451"
"508240","139","9","116.11","33.33333333333333","0","15.44","29","F","false","false","usa","san antonio","1","508240","3","5","539","7","961","348.8835","295.9611666666666667","3","100","1","66.66666666666666","0.17500000000000000000","1231.396268691583"
"508360","170","9","139.67","22.22222222222222","0","18.89","37","F","false","false","usa","new york","1","508360","2","4","798","6","1237","826.607","812.3035000000000000","2","100","2","50","0.10000000000000000000","2181.571451323862"
"508367","137","10","102.30","50","0","13.70","48","F","true","false","usa","lubbock","1","508367","5","10","469.0","7","2382","1934.347","303.6680000000000000","3","60","1","40","0.30000000000000000000","3011.679903258237"
"508497","166","10","122.20","20","0","16.60","37","F","false","false","canada","calgary","1","508497","2","2","1982","9","1934","356.24","249.1200000000000000","6","50","1","0","","1933.7696460761372"
"508512","233","9","192.89","11.11111111111111","0","25.89","68","F","true","false","usa","providence","1","508512","1","0","968","","","","","4","0","","0","",""
"508546","142","9","117.33","44.44444444444444","0","15.78","29","F","false","false","usa","cincinnati","1","508546","4","6","538","8","1781","896.50","193.7525000000000000","2","50","1","0","","3279.3184807031676"
"508611","85","9","70.89","11.11111111111111","0","9.44","22","F","false","true","usa","houston","1","508611","1","0","6252","","","","","6","0","","0","",""
"508625","401","9","977.22","66.66666666666666","11.11111111111111","44.56","44","F","false","false","usa","new york","1","508625","4","6","4216.4","5","1941","1157.96","484.0750000000000000","6","50","1","25","","3351.7084046552595"
"508693","186","9","152.44","44.44444444444444","0","20.67","55","F","true","false","canada","halifax","1","508693","4","6","2918.30","8","1580","1612.76","966.2650000000000000","4","75","1","50","0.15000000000000000000","3144.76881084548"
"508713","94","9","78.22","11.11111111111111","0","10.44","18","F","false","true","usa","los angeles","1","508713","1","2","246.50","9","4184","592.368","838.8680000000000000","3","100","1","100","0.20000000000000000000","4183.68105154044"
"508731","177","9","146.33","44.44444444444444","0","19.67","55","F","true","false","usa","norfolk","1","508731","4","6","6541.0","6","1567","781.2195","585.5548750000000000","8","75","1","25","0.15000000000000000000","2350.7799278094017"
"508829","312","8","1005.00","62.5","12.5","39.00","18","F","false","false","usa","burlington","1","508829","3","4","2554","9","2873","1004.02","901.0066666666666667","5","66.66666666666666","1","33.33333333333333","0.10000000000000000000","3341.965096216823"
"508848","143","8","132.63","25","0","17.88","53","F","true","true","usa","st. louis","1","508848","2","4","1293","8","943","345.53","819.2650000000000000","5","100","1","0","","1453.2324895906133"
"508849","116","8","108.25","62.5","0","14.50","38","F","false","false","usa","charlotte","1","508849","5","6","4962","9","2654","2129.09","1084.5500000000000000","4","40","1","20","","3999.058747309446"
"508857","132","8","123.25","62.5","0","16.50","44","F","true","false","canada","ottawa","1","508857","5","10","2312","8","2045","2432.99","948.9980000000000000","4","100","1","0","","3155.5161026939854"
"508860","88","8","81.88","25","0","11.00","28","M","true","false","usa","los angeles","1","508860","2","4","749.2","8","449","171.02","460.1100000000000000","2","100","1","50","","721.6956490645447"
"508866","158","8","146.50","37.5","0","19.75","31","F","false","false","usa","el paso","1","508866","3","6","3119","6","1612","1628.530","1582.5100000000000000","5","100","2","33.33333333333333","0.15000000000000000000","2302.528742289965"
"508877","201","9","165.89","66.66666666666666","0","22.33","53","F","true","true","usa","phoenix","1","508877","6","12","2456.0","7","2891","3561.05","933.3400000000000000","4","83.33333333333334","1","16.666666666666664","","3824.7095826105533"
"508891","83","8","77.25","25","0","10.38","17","F","false","true","usa","san antonio","1","508891","2","4","","8","2007","675.01","","","0","1","0","","2672.990411642033"
"508892","155","8","144.88","37.5","0","19.38","34","F","false","false","canada","hamilton","1","508892","3","6","1981","6","2100","1130.852","1037.2840000000000000","3","100","1","33.33333333333333","0.10000000000000000000","3284.428575814556"
"508901","76","8","70.38","25","0","9.50","53","F","true","true","canada","hamilton","1","508901","2","4","157","8","1919","762.09","459.5450000000000000","1","100","1","0","","3303.6456068401044"
"508912","271","8","856.00","50","12.5","33.88","44","M","false","false","usa","tallahassee","1","508912","2","3","0.0","8","2497","544.37","157.3250000000000000","1","50","1","50","","3686.45263947964"
"508917","71","8","66.00","25","0","8.88","21","M","false","false","usa","los angeles","1","508917","2","2","972.0","7","4184","699.81","","8","0","1","50","","4183.68105154044"
"508923","277","8","972.00","62.5","12.5","34.63","48","F","true","true","usa","madison","1","508923","3","4","949","8","1781","628.1730","75.0833333333333333","2","33.33333333333333","1","33.33333333333333","0.15000000000000000000","2750.026746330046"
"508938","173","8","161.00","37.5","0","21.63","43","F","true","false","usa","atlanta","1","508938","3","6","1144","8","1275","696.03","613.3433333333333333","4","100","1","0","","1668.1735889622987"
"508940","216","9","179.89","44.44444444444444","0","24.00","40","M","false","false","usa","grand rapids","1","508940","4","8","2321","8","2325","1741.7105","1015.6776250000000000","4","100","1","25","0.15000000000000000000","3059.1977777179186"
"508944","153","8","141.75","25","0","19.13","58","F","false","false","usa","los angeles","1","508944","2","4","302","10","2959","1018.9635","660.4817500000000000","2","100","1","50","0.05000000000000000000","2959.344415550896"
"508946","134","8","124.88","50","0","16.75","27","M","false","false","usa","louisville","1","508946","4","6","1164","7","1836","1043.05","338.7625000000000000","3","75","1","25","0.10000000000000000000","3169.1817402825423"
"508973","129","9","107.11","22.22222222222222","0","14.33","36","F","false","false","usa","modesto","1","508973","2","4","410","8","2258","1291.11","850.5550000000000000","2","100","2","0","","3061.250002339649"
"509024","130","8","121.50","12.5","0","16.25","18","F","false","false","usa","new york","1","509024","1","2","2035","13","543","97.2","2132.2000000000000000","5","100","1","0","","543.1331755162345"
"509036","110","8","102.38","25","0","13.75","41","F","false","true","usa","new york","1","509036","2","4","111","6","2671","985.67","429.3650000000000000","4","50","1","50","","4155.69193589221"
"509052","130","8","120.13","12.5","0","16.25","61","F","true","false","usa","san antonio","1","509052","1","2","116","8","2841","480.01","596.0100000000000000","0","100","1","0","","2840.5630412307964"
"509061","218","8","203.50","37.5","0","27.25","31","F","false","true","canada","vancouver","1","509061","3","6","1016.80","6","3400","1856.183","738.5910000000000000","7","66.66666666666666","1","100","0.10000000000000000000","3639.299326185324"
"509069","139","8","128.50","50","0","17.38","45","F","true","false","usa","new york","1","509069","4","4","574","10","3585","1298.76","128.2350000000000000","2","25","1","0","","3899.9156856722752"
"509098","158","9","131.89","22.22222222222222","0","17.56","44","F","false","false","usa","los angeles","1","509098","2","4","364.80","6","2862","1699.07","491.9750000000000000","7","50","2","100","","3766.24716197581"
"509115","157","8","145.75","100","0","19.63","38","F","false","false","usa","los angeles","1","509115","8","10","7240","6","3474","3827.2955","571.2569375000000000","5","50","1","25","0.25000000000000000000","4345.230725968525"
"509119","97","8","91.50","50","0","12.13","26","F","false","false","usa","new york","1","509119","4","4","1676","10","3963","1461.19","273.2875000000000000","6","25","1","0","","4099.1770430250735"
"509157","124","8","114.13","25","0","15.50","28","F","false","true","usa","san antonio","1","509157","2","4","1934","10","1631","546.02","1240.0100000000000000","12","100","1","0","","2008.329464978975"
"509160","144","8","134.13","25","0","18.00","55","M","false","true","usa","new orleans","1","509160","2","4","380","8","2705","845.892","612.9460000000000000","2","100","1","50","0.10000000000000000000","3597.045957362392"
"509162","76","9","62.67","22.22222222222222","0","8.44","47","F","false","false","usa","new york","1","509162","2","0","8600","","","","","12","0","","50","0.05000000000000000000",""
